id,is_iceberg
1c0a891e,0
981c3bc3,1
295604f4,0
16ca16c3,0
b4dda837,0
88d088ef,0
1b4fa160,1
f371bd82,0
b130a0b7,1
ebf1de82,1
01e651c3,0
51b1fecc,1
fa635a31,0
97b7d789,0
2f598053,0
c0e3e148,1
cfa175a8,0
3d7e09d8,1
44a13d1b,0
c66b0948,0
976a6d64,0
8bbd8909,1
522890fd,0
f23a3b95,0
680039dc,0
93028e53,0
22a16932,1
7d8126d2,0
ba2ecd75,0
8071bdd7,0
96d5aeee,0
154be68f,1
d8c2bfe2,1
f76d47b0,0
0e781ade,0
13cf6060,0
cd99f710,0
d10005bb,0
3a31445f,1
3157202d,1
6ee64703,0
e5de8685,0
02cc70ba,0
50984a87,0
fa94957a,1
eab406b4,0
3ad39398,0
9ecf3802,0
6048ae7b,0
9dc68871,0
13701465,0
8d8779f3,0
0712f269,0
722c2597,0
478a2b08,0
38f5fb41,1
c52ad74d,1
0c85fd09,0
f1582cba,0
ff836697,0
ddfe4802,0
3cef3bc7,0
6a21542b,0
150e23c4,1
078c6d99,0
1dcd1dc3,0
39967e45,0
6b6333aa,0
4ae61433,0
f96362e0,0
97a88aac,0
427ae8ce,0
209d4b15,0
64b453bd,0
0f5a484e,1
5ac74969,0
736ed43e,0
8533795f,0
f5b54fb6,0
6eb4c041,0
97afdf42,0
1bb488db,1
f132e44d,0
d3c2f140,0
1756794d,0
9efcc11f,0
14c966cf,1
59cfe4d1,1
883151f4,0
34c4c9ff,0
70b4c2eb,0
96a337d9,0
7fe89ffa,0
057c7a22,0
451cc057,0
05076700,0
dc52f6c1,0
b03a59f9,0
129ed4b0,0
fb611563,1
ac32e6f1,0
c05c5ab0,0
3163d5ed,1
02096ca4,1
e92496c0,0
1a9e2c50,1
0864e334,0
d976faeb,1
1d7b342f,1
281bc1ea,0
bea9f0cf,1
f4afa0e6,0
e1b5ef69,1
b50539fd,0
2a8c9c15,1
157ebb0c,0
247d3614,0
0c6cc0cb,0
aae88d39,0
0c77b464,1
963cf5ea,0
1b371d8b,1
225bc00f,0
bc0a4eec,0
1099782e,0
a18feadd,1
ad7f4932,0
5f8f831e,0
b5167c35,0
0230b06d,0
f8d7f7ba,0
08bd1053,1
58e4dc8c,0
4793ce8e,1
304caab4,0
f2ee6d7f,1
e1f9c0e4,1
8e40401c,1
5d9eaba2,1
55e7562c,0
9da6cb4b,0
c3c1c8ec,0
3b38698e,0
6c9eb909,0
482a3d1d,1
0e9918f0,0
ef894fd2,0
4b82e7f7,0
b9cdd7fb,0
94a496f4,0
995eacae,1
41b02e58,1
69f04617,0
c889a03c,0
91f98acf,0
9135c19f,1
1f0e9c09,0
260d6e8e,0
46334397,0
f34ddf31,0
4d6177d7,0
76a57270,1
217b8cea,0
9a45a566,0
1b55c75e,0
7bd92ec6,1
6c409f41,0
df3e48eb,1
62723e57,0
b8e627bf,0
86bb5d85,0
77e5034c,0
607079e5,0
96879fb4,0
6afe606d,0
4129802f,1
a42300ef,0
1af842f5,1
3fe57d78,0
f4e60ed5,1
68c8337b,0
914ed5b5,1
a6bb5987,1
c781c439,0
47a1a25e,1
80ea0713,1
a9d001bc,1
f94d098a,0
3e230e0e,0
24afa485,0
bc37db7f,0
83f99e4d,0
1a8d86f7,0
38136419,0
d393e637,0
36902570,0
327f7b25,1
3f8543c6,0
a0d42a70,0
e07ba430,0
c6e53803,0
fec4dad8,0
933fc5ba,1
c27eda4e,0
9b94d2c2,0
a2dbdb31,1
816258dd,0
81f11218,1
c4bd9d04,1
c6ce9bf9,1
a7b3cc29,0
527870bf,0
9af26068,1
0b591e70,1
2b1e57c5,0
194db786,0
e09ba644,1
fa2ed3e5,1
1ba92726,1
8c8f45b4,0
f8889f44,0
598e255b,0
45f1aa7a,0
022956a3,0
d406064d,0
76617947,0
d0e5dccb,0
33271da6,0
0840e2b1,0
521a9f4d,0
7286b1dc,1
5b6acc2d,0
e034cd34,0
46577660,0
bb4d6f24,1
bfc7a3f2,0
abc66be8,1
3627189f,1
e49a77f6,0
a209d7ee,1
dee69cf6,0
9a6261a0,0
a8e444c6,0
a6a66a28,1
db7022ff,0
0dfb45d9,0
81c983aa,0
a98fb5e1,0
99e004d7,0
d16e5fbb,0
3c352f9e,0
12202699,0
86af0236,0
f3703e6f,0
4a71dc34,0
321edcdc,0
e365a657,0
45755c9c,0
873b0829,0
72ccd009,0
205243d9,0
d9202f36,1
9d0c30b0,0
56644ace,0
c63f527f,1
bb84b9bd,0
6f68caf0,1
8492119b,0
71bde48d,1
d2d6e2ba,0
6f4b309c,1
b3cc5ba3,0
fee39547,0
4893137a,0
e283c4c4,1
25bac62b,0
8fd88dd6,0
b48c104e,0
221d500b,1
8f0de087,0
32342e03,0
a8da99d8,0
93203755,1
d3c88528,0
0d7a17b3,1
bd72f5ec,1
e953c0fd,0
e730b6c6,1
c086033a,0
a521d303,0
b023957a,0
3e0f04e8,0
60647cba,0
2f5c43a8,0
b54ba69b,0
eac962ff,1
7e2a3763,0
9362d863,1
8f1b833c,1
79727ff5,0
62614c75,0
75a03adf,0
cf138392,1
bf467a96,0
c8b34651,1
105a5c54,0
bf6de75c,0
060702c8,1
921bad2c,0
e0d17eb0,1
9a3825c9,1
8eda717f,0
78906e0c,1
c60100ad,1
90a72a52,1
d80e4ed4,0
339cd0d2,0
d99de899,0
357e20d1,0
a4d190da,0
bd226217,0
476e2771,1
4e483506,0
f70ea081,0
4645e56f,1
e6d05940,0
f8b3c6af,0
c89d6aad,0
0cb57f6e,0
86a4be46,0
75e62d7e,0
ebc36374,0
0ebcb731,1
24d000c5,1
f3c9a4f6,0
1bc59730,0
47ea0bff,0
cdeccfdd,1
15e09a1d,1
00652788,1
23649c84,0
91188a77,0
eaca8580,1
4ce9daeb,0
d4220673,0
b6a87aef,0
8333ebed,0
950a3453,1
7074f6c9,1
98a02caf,0
59c8d2b3,0
d99d13bd,0
de86f1cf,0
8f4b1985,0
a7779b04,0
2caeab11,0
16aeea7c,1
b9d19ab9,0
29c5d2fd,1
efcefa55,1
099161c3,1
12b49195,0
96a1ce13,0
67964b4f,0
b61c605c,0
bcfc0f16,0
bf0cb956,0
12f6aa7d,0
f36f3a0c,0
83490492,0
e3b62b60,0
20b27d66,1
25c3ce93,0
67a2ff0b,1
9b2d3c1a,0
8ad51f7d,0
14137b57,1
9ea5aa79,1
5ea1d2dd,1
979c867e,0
7ea1e1b6,0
d65520ba,0
765ad2e2,0
d2957326,0
24349e24,0
fd8a2ae3,0
b282d98e,0
3eaa7a61,0
16533dd4,0
4adb68d7,0
565005b9,0
51d86e0c,1
30635642,0
d9480a60,0
b2647128,0
20478c55,1
caa0d105,0
474f4534,0
d51e3867,1
e5d1bba7,0
e7000b2a,0
78f06b79,0
8a9f4bee,1
3d716bbe,1
6e1ddef1,1
9826f39a,1
3fdc82f7,0
31f013c3,1
97a9df6d,0
10e65294,0
0bdca1a5,0
374037fa,1
1d1a0cec,0
d415c5ad,0
ced1306d,0
f43497f3,1
ffd13a9e,1
6f67148e,1
be322b68,1
af209b44,0
69b53a4a,1
4c085180,0
608cea18,0
f8bebbfd,0
ae16855d,0
dfc700b3,1
e3bdd9ac,1
87a8ea20,0
3c3da9aa,1
76c882d6,0
9e429645,0
7dc9c990,0
f38d53ef,0
e1785b6e,0
80c673fb,0
a8b8c20b,0
6a1ff150,1
2f68d4fe,0
c462ec65,1
c374d5c4,1
d20769b3,1
c467fe4d,0
1356229e,0
b1532127,0
3777ee22,1
4ba6023f,0
08504ae6,0
5e0b4cc5,0
249a0c1f,1
24b3497f,0
9edcf494,0
53297290,0
6d3a269e,1
1b0d38fc,0
02747427,1
38867253,1
c392dbd0,0
8939734c,0
097ba3af,0
30f0f835,1
bdab1bcf,0
1070a984,0
c41b8a90,1
86a3b5cc,0
d0a3719e,1
b1a8067b,0
911bc6aa,1
67a2d0ac,0
11447262,1
12fd1375,0
f2898538,1
0e7355e2,0
bc2c87c8,1
94001156,0
d5855224,0
a3c1a552,0
edcf54fa,0
a28b90eb,0
63cd028f,0
dbc79657,0
bc856bf1,1
c7e25a70,0
9771b119,0
836db0d9,0
f5685d3e,1
bb04299d,1
163a9d23,0
5283c614,0
2276d5d8,0
ccb77e34,0
d4a75bf3,0
e15f46ea,0
992a45ba,0
056e7768,0
a1dc016b,0
38db82cd,0
3295f3ae,1
a6ff3660,0
5981b799,1
2636d79d,0
7a8521e2,0
9b53021d,1
0a37be18,0
a8676e55,1
3488b8fc,0
b86d4006,0
33888635,1
aa9ca5f9,0
08faf0f6,0
5320cd26,0
2c57fdaa,1
d467ce62,0
888a568e,1
88d6c838,0
8f138517,1
e1108dc0,0
9e9cd6c9,0
ab893af4,0
4d4b30ba,0
7ce15e26,0
dbc45500,0
6a0cde3f,0
2658014c,0
08d20604,0
03c83dc9,0
d741ccd1,0
992d48b6,0
b1ea3253,0
da379e69,0
73b429af,1
2aefe712,1
1e3634f9,1
069ee09e,0
a7970f81,0
23084d2e,0
ac57710a,1
02553267,0
0971c6c7,1
cdb7f1fe,0
d3af3f60,0
59daf44b,0
c2169934,1
da03b56e,1
474ea404,1
f686cdc4,0
f865b354,1
106df554,0
e5637171,1
cba8985c,0
cc09c9ce,0
0b85b33f,0
92f20625,1
6b1379dd,0
ed2b1df1,1
325124e4,0
7455c944,0
fd68ccc1,0
8df9100d,0
c406df9b,0
4978870c,0
383f95d6,0
aba96bbf,0
6bba66b4,1
b86fa0c9,1
a2abc369,0
0b40c014,1
d45add48,0
00193999,1
c2f1b710,0
53750c72,0
3137ef1d,1
bc6b8e2a,0
7cb546c6,1
d59a2349,0
04d04b9a,0
05ac1343,0
2917895f,0
342a1d01,1
78309e4b,1
5c1a5aba,0
fae57f79,1
23821d71,0
5780b19d,0
11c67865,0
8564f114,0
ec7d0fdd,0
9a0446b8,1
5f5da69d,0
7a11839b,0
763c9bbf,0
15a7b5c5,0
e9c7e251,0
2555c207,0
ec8d9784,0
08fd9d10,1
9504ae29,0
0b91a24d,0
e62e6cfe,1
5d1291bb,1
b3c1f2e7,1
c6a8db21,0
f2c137fd,1
b61e8155,1
45b9ee35,0
8fe9c49b,0
b98ceb09,0
70c4a435,0
d953d111,1
da7de86e,0
519f8611,1
75eefdc3,0
62412092,1
de8ec010,0
ee6121f8,0
412b66e0,0
7405c131,0
efff4306,0
5658d679,0
617f88fc,0
a120100b,0
0971369e,0
83f7fe7b,0
12437da1,0
8e7f96a5,1
a08237de,0
a013bd6f,0
c6fdd404,1
317e2af4,0
dd9878c0,1
42e76a51,1
022f77e3,1
cada3682,0
53074f1f,0
e6c19679,0
dfb69b8b,1
e1572941,0
8d549cd2,0
6913594d,0
6e528fd6,0
c8b037c7,0
c3b6c880,0
9684ac04,0
6d974acc,0
57b10462,1
b2373298,0
8e946e10,0
6acee7de,0
8ad7cc2f,0
8e6e087e,0
c3e46df5,0
f6983f34,0
8130a3aa,0
0f11be03,1
766073e1,1
e67f6889,1
148a0930,0
b333ff97,0
1c148a28,0
ee0b02d7,0
fa1c5f6d,0
9b12ae1f,0
3bb60b1b,1
096e7594,1
ac98996a,1
1b7b9b9d,1
61b2ac6f,0
2bd414a8,0
73d12826,0
29f7ec33,0
265f8aa8,1
0d6be675,1
a00ecdf6,1
c414328a,0
d47de87e,0
376f984f,0
12a35aa5,0
8ecfd739,0
2cbc30f4,1
aa4bdf31,0
69d18f51,1
50cd4394,0
bda732e1,1
8e77e385,0
49dfd51a,0
b0a3e728,1
518061ec,0
bb306c8c,0
1b2cf099,0
e7c405e4,0
1fc79c9d,1
3427cd60,1
8fc604cd,1
0981acfd,0
512e9c5c,0
ae9f2426,0
a8cd44c8,0
acac91c3,1
35988937,1
2a2dd539,0
3f971e0a,0
7e09131c,0
82726c59,0
ec4c3dbd,0
2a851255,0
2cebdab4,1
013b617b,0
21a8603a,1
fe2f2579,1
df069a3d,0
595f7f57,0
081bdb0a,0
6f8e7b3a,1
d1824fe1,0
3ddc6778,0
57e4244d,1
18e2e176,0
7394cdbc,1
19821b41,0
12e9563c,0
b96c9ed9,1
096d9c1b,1
97454a30,1
43b6c5d3,1
2c58bcc5,0
0c71dc02,1
f7cd79b0,0
922ec513,0
561b6b2c,1
32913f04,0
77aad507,0
d62d5a9c,0
be70bb3d,0
84920252,0
b9623d93,0
ba925eca,0
181ecadf,0
6fbcc9e2,0
57d5b182,0
d3013a36,0
21cafb54,0
d1a6cc74,0
c4017d47,0
22e05854,0
7eb53ec8,1
c77a806d,1
c114c951,1
71495521,0
98bb1260,0
546ec108,1
78f39102,0
26b6379a,0
8cb14c23,0
75892ee1,1
3d31d65f,0
30784a7a,0
efba2a23,1
9fcb2c5a,0
9910ee7e,0
dc97b587,1
7732ca72,0
c4bac1f1,0
a80ddf30,0
fe79c536,0
84e34259,1
7db3b563,0
5e946e6e,0
76881bf4,1
7c606237,0
7aa06d7d,0
0d035cbc,1
0838e69f,0
f6715e39,1
499004bb,0
4cefc9ec,0
ded95f0a,1
073112c9,1
96cb4df4,0
0962de0b,1
cea18b7b,1
75463cb0,0
4a59c201,0
29d46646,0
e6134ca4,0
445ae936,1
420d8dda,1
bae1b5b1,1
9f49327e,0
18b52f62,1
b02bb341,0
e5be8689,0
b5b85b95,1
b94f72e3,0
a79114fd,0
502ffafa,1
b8e274d7,0
e37f8f63,0
c8a5c9d9,0
d574bf84,1
88bc1b71,1
3261e3ee,1
e65424cf,1
706d2090,0
94d4c49c,0
51ba3d48,0
fdd4c395,0
12eed563,0
f93627e8,1
df51a7cd,0
c84092af,0
514a25a2,0
5d421481,0
d3859efd,0
eb024725,0
0d8537a5,0
fe708ff7,0
1790bbf0,0
8a30487e,0
70a01d16,1
89bb7fca,0
398c1300,0
41b43c73,0
72d2839a,0
beeb98cf,0
c409f194,0
0c654278,0
fb155295,0
103d1e1d,1
6c755ff3,0
3722a062,0
90611922,0
77b432f1,1
ccf53246,0
4c52089f,1
81e05676,1
732c51d0,0
b60c6094,1
2e9db48a,1
68cdc732,0
e1f9dbd9,0
31fd12b9,0
72bd3e45,0
84e2f1ab,0
b4b6d3d0,1
874d507a,0
44775bac,0
83dfaf91,0
a9a1cc1e,0
227de452,0
14519bcf,0
970a9821,1
e84230ac,0
550e4ebc,1
5e98d635,0
667d386b,0
503fefff,1
08bcb429,0
90c293d2,0
bbc84c36,1
3facaac6,0
e8d1bc63,0
0ba50202,0
9d947517,0
e084ed8f,0
7051b370,0
910f551e,1
8d238915,0
e7238f30,0
a658f1ba,0
0b4e7093,0
4d59af79,0
99a7b417,1
e5798365,1
078c699f,0
b2cd6017,0
89b3960f,1
104d981d,0
05e410e9,1
44556da6,1
207e5145,0
390ddfc0,0
2e82728f,0
4245d2cc,1
d43a187c,0
52b60236,0
cc22996f,1
bf08f16a,0
47dea2c3,1
22ac0bab,0
49c670ad,0
1040e727,0
f39933c4,0
30474ea4,0
73978670,0
527ad437,1
78f83e41,0
12921cf8,0
b960192b,0
9dfaf61b,0
cec954d2,0
00bb437f,0
06458d98,0
37ba4455,1
2feeeaf3,1
06c83a48,0
dfe4fd55,0
0b7fb9da,0
52d1ae5f,0
0ef51267,1
0d9822ce,0
bcad7099,0
a26a7454,1
93b7cc9d,0
dcd0ddc6,0
16655d5c,1
2a6150ae,0
601fa9bc,0
3644a31b,0
396254ec,1
b01bf536,0
ff13313c,1
18c308c7,0
50b69cc6,0
76bd6e6a,0
74c587bb,0
11b26a63,0
bf2bc384,0
075634d5,0
7b1e388b,0
8eb02fc2,0
5b09ed4a,0
371b935e,1
7a1cbaab,0
c5c72595,0
c5ea95c0,0
a5b61d35,0
2c252c46,1
7d8e52d9,0
13fe65d5,0
a3d2abc6,0
9248daa9,0
605470fc,0
38717ccd,1
1144cbd0,0
6d32e09b,0
89b138f7,0
a83f69a4,1
68b7f89d,0
a0998397,1
7e20006f,0
93b12419,1
475c5a35,1
67f42c90,0
45a114e0,0
41a59ee9,1
6c2c6a39,0
9f840a7d,0
2ad5ee96,0
cb8b875e,0
2283d088,0
545f8210,0
7eeed38a,0
be77b9e7,0
16ec40a3,1
b7e74bcf,1
8a36acfd,0
d2e5b493,1
bd88797b,0
78566a26,0
32449528,0
5f6ffdad,1
38bdc33c,0
f88a9ed3,0
c1fe2103,0
63f7ddd9,0
97e123d2,1
7d078228,0
6b43e60f,1
e07665a4,1
4da0c147,0
1d2474a1,0
f39a3050,0
aaeb3f89,1
daa3d1e9,0
23cad3ed,1
dc8fd92d,1
994a2787,0
5009ce8c,0
95ba90c7,0
bb176f20,0
57ccd603,0
c3767f5b,1
076492b4,0
68864007,0
fb124dd7,1
c59fbfc0,0
ddce9f51,0
c459dbf6,0
1a39b44e,1
a31f8519,0
29ff4d55,0
c0a87a44,0
aa07ea34,0
ed7b77f3,1
ccb10918,1
aba1f2cc,0
0c4b7ce6,0
26a29fae,0
6a1a9b91,1
fda0d9b3,0
2f7da2f9,0
948317c5,0
df315de0,0
51762e5e,0
9be1f9d4,0
b20f16ca,0
24f677ab,1
19d36f67,0
db098e36,0
3ab323b5,0
db204654,0
f0b7c362,1
9c36083a,0
00247e48,1
99064331,0
fb023b97,0
834a13a2,0
b4fb7c3b,1
cccc91e5,0
e777f5c4,0
8a367850,0
01aee49b,0
09a3f3cb,0
b7837a99,0
0e5c18fe,0
433d92a6,0
d8c1c90e,0
5cf350ea,1
9e6adfeb,0
398c373b,0
8e1cb96b,0
c0ab7de5,0
b7519f43,0
54d7929f,0
222a4407,0
4cd8d439,0
ac31d9e4,1
0c51475f,0
926b4b5d,1
3072aeb4,1
5508aabc,0
7ff080c1,0
c8137158,0
73f4c54a,1
0ab19c8d,0
57c090c7,0
b3f4d7c8,1
d4a81cf9,0
497c4ff8,0
8949311b,0
d4f17d1d,1
cbd015d6,0
4ff7d773,0
5950d2f6,0
f0b4c564,0
4727e088,1
2c9b195c,0
04c441b0,1
9f1e2246,1
3bf56119,0
385033f6,0
1e14e9eb,0
4ec14d05,0
d16ffa50,0
6f2147d7,0
13540275,1
280aaa6c,0
63d6fcf6,0
e1130afc,0
8915b349,1
02cb6179,0
816084ef,0
e83e27ef,0
9928b6cb,0
398c44d5,0
4e9944c8,1
ade738c7,0
df106f1f,0
707c42f2,0
c7d6c968,0
2f62a2d3,0
58a62136,0
8e16308d,0
10d97d10,0
862a2dd5,0
45d7cd09,0
daef67d6,1
40b9f916,0
c17dc729,1
d008e04f,0
a5a6fe15,1
e9ce7834,0
518a5aeb,0
fd6e49ab,0
35ef2d54,0
be1f3e73,0
013825b7,0
c48b752b,1
a0f39ace,0
800aff52,1
e0eb259a,1
404bdcc5,1
9be770cc,1
e002bdfa,0
511f8764,0
d41e40d8,0
ff846aa6,0
c261a419,0
c3358fec,0
62972972,1
3f15e6a3,0
f239dd72,1
e9d815ef,1
568085b5,0
80708782,1
a578b01b,0
04b81012,0
3fbd3a3e,0
536bc047,1
6905e82d,0
352b0ab0,1
205506f4,0
b4075da1,0
0132c59d,0
5c471255,1
b9ee0383,0
aee38fe1,0
93eda776,0
d65ee363,0
7e6785d9,0
c006cf82,0
197f9050,0
efce51fc,0
d8dd1b33,0
ca5bae71,0
66eba58c,0
e080fee1,0
9626a2b5,1
c0298b7d,0
80f17a8d,0
fefe71e5,0
92a45990,0
8e922071,1
d5952199,0
3c56cf59,0
5b677f30,1
70986e85,0
ee110bda,0
e7b4d317,0
f59f29f5,0
3d1e179e,0
4e9c76d9,0
5b5d407e,0
bb4d8184,0
5f5ad493,0
a304ae2e,0
ac337f79,0
e00e495a,1
71477bcf,0
22ed2916,1
05fdb1ce,0
4c5e56dd,0
fab2df1f,0
afe6a1d1,0
fa03ba13,0
663dd2bf,1
5d3aa488,0
11d63814,0
11ac5623,0
dd28b028,0
bf244975,0
6a2fe659,0
bd689e7a,0
a7b21484,0
06626706,0
2fcb2613,0
1ee7f506,1
c462096f,0
59b91711,0
148ad313,1
a04c148d,1
142d14f3,0
0dccef06,0
bf9dea3e,0
121ec728,0
25ea1800,0
024bed49,0
771a9bc9,0
8b2562e0,0
fefe0db6,0
a6cc8fa1,0
fe33ce5b,0
c11a6fd5,0
69152132,0
dd54beb5,1
46d8944e,0
f278cc6a,0
9cba91e4,0
37e80ad8,0
6247d06a,0
0bb564ea,0
f8802638,1
cb77c1d4,0
edcad79c,1
ade84952,0
e9a4a8f7,0
8c3c9c0b,0
c105af7a,0
64a96816,0
d435722b,0
f8c2c17d,1
30b0c5a1,1
a241eee2,1
577af3a1,0
b1e49a9f,0
49eff60f,0
171ffc36,0
2dbb2931,1
851f9ad8,0
ef787241,0
3ed46d9b,0
61a96458,1
a0eb8b65,0
8058e7e7,1
5d0969c3,1
06dc5d13,1
614d8fdf,0
068ace8d,0
55bd7491,0
59db8d78,1
ee9ba395,1
3833c332,0
f9c56480,1
35041821,0
67426d52,0
f2eba496,0
cfc6b272,1
be6e6157,1
060762c6,0
28e5c819,1
165b73a3,1
1a16ebf2,0
c76353ea,1
c56aab52,0
19ba105e,0
4ccf1d67,0
d3f00ca5,0
dc366696,1
11ddfec4,0
71036847,0
9108a260,1
812d2c7d,0
601d54b4,0
2a21ddce,0
e03f632f,0
27c1c4f4,0
9929fc67,1
cc5b496e,0
9ec5c0b5,0
5fa292a8,0
d0e35d53,0
cfc89ddf,0
fd3916f4,1
019ab715,0
d0a7830b,0
2e1acd63,0
c5810152,0
8dae1e77,1
afe44c59,1
ac640b5a,0
5c47f5bc,0
2e5e1053,0
e30d5450,0
0de92cf0,0
e97daf2c,0
5bcc2bf5,0
d347d81e,0
2799f5cd,0
ce4b96f7,0
a6365299,1
6eb86fb2,0
d1384eb4,0
66c3ab6a,1
9be981c9,1
e5fc3dd4,0
fd3f01fc,0
5fbb0aa0,0
6968f510,1
7509aad8,0
9cf9c8ce,0
157c589d,0
fcc51d2f,0
6852ee69,0
8a388b27,0
e3b1fdd6,1
1d644f91,1
893a7d79,1
9ef2d53f,1
eaea1243,1
2d210670,0
b04329c3,0
1d88e97d,1
e5c8ae65,1
841810cd,0
187a1e4b,0
24f8bc83,0
071678c5,1
3121517d,1
62db6263,0
4b6fe0a5,0
016588cd,0
e47db8cd,0
6009575c,0
59d093d3,1
b3edce17,0
77cb2808,0
b318189f,1
eb804bc3,0
27af98c1,0
75bbd171,0
26a7450a,1
9f96c645,0
f295285a,1
1861ae59,0
320e2661,0
48b64c84,1
596115ad,0
24c5d2ad,0
513481e4,1
679ca3d6,0
550511fc,0
33ad621e,0
a7cd4c8b,0
942ce002,0
4a33d600,0
52512da4,0
199d9dd5,0
910c7a11,0
2dc4b47e,0
067c0baa,0
66ec0485,0
93e203f1,1
1eae71e0,0
9a320603,0
97c75edc,0
e3a3993c,0
03647606,1
b5758e75,0
cb341897,1
80a1d2ad,0
f2afc45e,0
e2e037d3,0
d8513bb1,1
2bb05740,1
568eee1e,0
48073219,1
52770a14,0
bb78aa77,0
d2041d74,0
0c650b7b,0
3ed634b4,0
4e7ef4d3,0
dc676914,0
9ef182ba,0
19456254,0
45c7e999,0
1e5f187e,0
8372c5dc,1
0a113574,0
22ac144f,0
82a0baaa,1
fb9c0a38,1
586d1724,1
42491e8b,0
32d8d667,0
2d658824,0
79e58200,0
50e426df,0
71d908c0,0
1f275072,0
a1bb2901,0
6c99ed0b,0
d8216f4c,0
ebb34ef7,0
0a71e0d1,0
3bebe07a,0
0de67b1a,1
7409fd1a,0
1e27c8fd,0
65cfde78,1
ab7841b4,0
f5064f4e,0
57457484,1
5492eb34,0
78dfcd52,0
7dcfa04d,0
0f7ccad8,1
730b2296,0
c1f05b03,1
265ced3a,0
92f976d4,0
2ac16805,0
b2de0386,0
898f0d27,1
b6d290df,0
64bc67c4,0
e54ee68e,0
5f14e447,0
9c736f77,0
328fd096,0
e8e9dfc3,0
a3a85eeb,0
d4b96d3f,1
bb255043,0
8696136a,0
be23ea08,1
777d00a2,0
bc8d3476,0
f6f8857d,0
c57f13ef,0
7aa6b7a3,1
512c569c,0
48b1c243,0
75ff94ee,0
c60f051c,0
032b1bda,0
77531032,1
06210232,0
d7418c1f,1
e2e957ba,0
566b0a76,1
7c6691b5,0
990a0ecd,0
16914cc9,0
e78a6709,1
98aa34a8,1
1908cc60,0
81946709,0
2fd07377,0
d5c0e0d7,1
58ec0c92,0
3aeb362f,0
147d59ab,0
e0829262,0
8b86d83e,0
9a350af0,0
aba1b542,0
b0112ad5,0
4ea094c0,0
74964450,0
e4a06bc9,0
245ef22c,1
828460e1,0
fcbdad05,0
50ff69e1,0
28cf2057,0
8ede8c69,0
323458ef,1
3c002c59,0
24e5b88f,0
a09d9139,1
d0b1be68,0
bcd22f87,0
f90b1c41,0
f14f533a,1
acfaa4ff,0
78e7617b,0
febe6575,0
5cd96fb8,1
88027f9c,0
388dd3bb,0
8e6cf4d3,0
0b2daf85,0
63f51c56,0
5b6305ad,0
241c50cb,0
495a6ed2,0
b04bf998,0
c55e7096,0
2c9d1b48,0
e20a003b,1
33725817,1
fe05fc09,0
b9022c8f,0
b5abb620,0
e62b3eb0,0
95812205,0
209f8e41,0
9bb3cd44,0
86bf6810,0
919cb6af,0
8cabc104,1
ca5fec7b,0
01e7f145,1
d2826f8e,0
e584f028,0
4bdcb525,0
6b2bc3e9,1
7a523e74,0
1c3a420c,0
8b383772,1
c420c42d,0
f0326766,1
d67ae313,0
7a00e52a,1
fd60ce30,0
d0de0afb,1
5dab3243,1
e82b326f,0
96ca682f,0
e7ba2cd2,0
47f2fbed,0
faac6b8d,1
2eb785f3,0
95f440be,1
e735e243,0
bd83f233,0
e2315156,0
